Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Postal Code
CA-2016-105284,24/11/16,1/12/16,Standard Class,MG-17650,19143
CA-2015-111325,27/2/15,28/2/15,First Class,BT-11395,16602
CA-2017-115070,10/4/17,14/4/17,Second Class,MG-18205,32216
CA-2014-103744,23/2/14,27/2/14,Standard Class,MG-17875,79907
CA-2016-156573,29/5/16,2/6/16,Standard Class,RB-19360,37211
CA-2014-158442,17/3/14,17/3/14,Same Day,AZ-10750,75217
CA-2016-112256,23/7/16,28/7/16,Standard Class,CK-12205,78501
CA-2017-121048,14/7/17,18/7/17,Standard Class,TC-21295,92683
CA-2017-103065,20/10/17,20/10/17,Same Day,PT-19090,32216
CA-2015-162201,8/6/15,12/6/15,Standard Class,AG-10495,33710
CA-2017-151218,20/6/17,23/6/17,First Class,PJ-19015,33180
CA-2014-161249,9/8/14,13/8/14,Standard Class,RD-19720,85023
CA-2015-162621,5/9/15,11/9/15,Standard Class,CA-12055,77036
CA-2015-122287,18/6/15,23/6/15,Standard Class,SN-20560,85345
CA-2017-133256,26/6/17,27/6/17,First Class,TH-21550,48227
CA-2016-138968,15/3/16,16/3/16,First Class,FC-14335,94110
CA-2017-140872,3/6/17,10/6/17,Standard Class,NR-18550,33024
US-2014-117968,5/8/14,7/8/14,Second Class,RS-19420,6450
CA-2017-133928,11/6/17,17/6/17,Standard Class,ZC-21910,28601
US-2014-140452,6/12/14,10/12/14,Standard Class,BK-11260,60610
CA-2014-127488,22/9/14,24/9/14,Second Class,MS-17365,33433
CA-2017-124597,30/4/17,5/5/17,Standard Class,AS-10630,33437
CA-2015-155453,9/8/15,14/8/15,Standard Class,RA-19885,32216
CA-2015-110345,9/3/15,11/3/15,Second Class,TG-21310,27604
US-2017-129224,17/3/17,23/3/17,Standard Class,AS-10630,37918
CA-2017-110198,1/5/17,2/5/17,First Class,AG-10900,33065
CA-2016-106075,18/9/16,23/9/16,Standard Class,HM-14980,10009
US-2014-117170,17/9/14,24/9/14,Standard Class,KT-16465,27604
CA-2016-145177,10/11/16,14/11/16,Standard Class,PP-18955,45503
CA-2016-131744,18/6/16,20/6/16,Second Class,SC-20770,19134
US-2017-161193,20/11/17,26/11/17,Standard Class,BT-11680,43055
CA-2016-152072,15/1/16,19/1/16,Standard Class,Dp-13240,7090
CA-2015-113628,12/11/15,19/11/15,Standard Class,AH-10690,33317
CA-2014-108189,2/10/14,5/10/14,First Class,ES-14080,85281
CA-2016-158211,4/1/16,8/1/16,Standard Class,BP-11185,19143
CA-2016-136483,1/12/16,6/12/16,Standard Class,AG-10390,37918
US-2014-132745,1/10/14,5/10/14,Standard Class,NF-18475,89502
CA-2015-140221,5/3/15,9/3/15,Second Class,MS-17365,60653
CA-2015-108259,8/11/15,15/11/15,Standard Class,NS-18640,28540
CA-2014-115259,25/8/14,27/8/14,Second Class,RC-19960,43229
CA-2015-103870,27/12/15,31/12/15,Standard Class,SP-20860,37130
CA-2016-103163,7/6/16,11/6/16,Standard Class,FM-14290,93309
CA-2015-137946,1/9/15,4/9/15,Second Class,DB-13615,90045
CA-2017-102414,15/5/17,18/5/17,Second Class,JA-15970,85023
US-2016-123750,15/4/16,21/4/16,Standard Class,RB-19795,28052
US-2016-148901,14/5/16,19/5/16,Standard Class,MK-17905,32216
CA-2017-145338,29/1/17,1/2/17,First Class,BD-11770,19120
CA-2016-134334,14/2/16,15/2/16,First Class,DK-13090,20735
US-2016-100419,16/12/16,20/12/16,Second Class,CC-12670,60610
US-2014-150574,19/12/14,25/12/14,Standard Class,MK-18160,32216
CA-2017-156664,18/12/17,23/12/17,Standard Class,BP-11290,43229
CA-2014-127166,21/5/14,23/5/14,Second Class,KH-16360,77070
CA-2014-169019,26/7/14,30/7/14,Standard Class,LF-17185,78207
CA-2017-160801,19/9/17,19/9/17,Same Day,FG-14260,19120
US-2017-108315,30/4/17,4/5/17,Standard Class,MH-18115,32771
CA-2017-152198,9/9/17,10/9/17,First Class,JD-16015,43615
CA-2017-126774,15/4/17,17/4/17,First Class,SH-20395,22204
US-2016-150147,25/4/16,29/4/16,Second Class,JL-15850,19134
CA-2017-100160,7/9/17,11/9/17,Standard Class,CB-12025,19134
US-2015-165743,20/11/15,23/11/15,Second Class,MM-18055,80013
CA-2016-100041,20/11/16,25/11/16,Standard Class,BF-10975,47201
CA-2017-126718,29/4/17,4/5/17,Standard Class,KT-16480,7050
US-2016-129469,23/9/16,27/9/16,Standard Class,KL-16555,45014
CA-2017-157987,2/9/17,6/9/17,Standard Class,AC-10615,10009
CA-2015-102876,7/9/15,14/9/15,Standard Class,LR-17035,19134
CA-2015-126697,21/9/15,24/9/15,First Class,SV-20815,77041
CA-2015-116750,5/7/15,10/7/15,Second Class,BF-10975,28314
CA-2016-163216,7/10/16,10/10/16,First Class,AW-10930,19143
US-2015-158911,5/7/15,11/7/15,Standard Class,RS-19765,28205
CA-2017-148642,6/3/17,12/3/17,Standard Class,DW-13540,75220
CA-2017-161893,23/1/17,27/1/17,Standard Class,HP-14815,85705
CA-2015-130995,1/11/15,6/11/15,Standard Class,QJ-19255,10009
US-2017-131849,6/6/17,10/6/17,Standard Class,GH-14410,94122
CA-2017-111374,24/2/17,28/2/17,Standard Class,CB-12415,19134
CA-2015-128167,22/6/15,26/6/15,Second Class,KL-16645,84041
CA-2016-154403,23/5/16,27/5/16,Standard Class,AP-10720,35630
CA-2015-162544,16/12/15,19/12/15,First Class,SG-20080,98105
US-2016-125402,25/9/16,1/10/16,Standard Class,DL-12865,90805
CA-2016-146374,5/12/16,10/12/16,Second Class,HE-14800,19711
CA-2014-165393,27/12/14,30/12/14,First Class,NC-18415,76106
CA-2016-123015,26/12/16,30/12/16,Standard Class,AJ-10795,10024
CA-2014-103989,19/3/14,21/3/14,First Class,MC-17605,33801
CA-2015-117611,8/11/15,10/11/15,Second Class,MZ-17335,92024
CA-2016-140417,25/9/16,29/9/16,Standard Class,KE-16420,97224
CA-2014-136280,29/11/14,6/12/14,Standard Class,Co-12640,19143
CA-2015-164882,31/10/15,31/10/15,Same Day,SG-20080,92374
CA-2015-123568,8/11/15,14/11/15,Standard Class,SC-20095,84084
CA-2016-142370,19/9/16,23/9/16,Standard Class,TP-21130,31907
CA-2015-100685,19/12/15,21/12/15,Second Class,SM-20950,68104
US-2017-154872,14/5/17,18/5/17,Standard Class,DP-13000,44105
US-2014-135881,23/5/14,27/5/14,Standard Class,GT-14710,10035
CA-2016-104311,2/5/16,6/5/16,Standard Class,AS-10090,75061
CA-2015-148705,12/3/15,18/3/15,Standard Class,EB-14170,28205
CA-2016-165470,25/11/16,30/11/16,Standard Class,HJ-14875,32216
CA-2015-113040,27/8/15,31/8/15,Standard Class,CC-12100,90045
CA-2016-152534,20/6/16,25/6/16,Second Class,DP-13105,93905
CA-2015-153626,9/7/15,14/7/15,Standard Class,EB-13870,37211
CA-2017-101665,25/11/17,1/12/17,Standard Class,TZ-21580,94122
US-2015-104430,22/10/15,26/10/15,Standard Class,LT-17110,61701
US-2014-150924,12/9/14,16/9/14,Second Class,PT-19090,77070
CA-2014-160773,1/7/14,5/7/14,Standard Class,LW-16825,32725
CA-2016-168956,16/2/16,20/2/16,Standard Class,EA-14035,60623
CA-2017-167094,21/10/17,22/10/17,First Class,DK-12835,97477
US-2017-126081,29/6/17,4/7/17,Standard Class,FC-14335,75150
CA-2016-162082,14/3/16,17/3/16,First Class,JS-15880,78550
CA-2017-133501,27/8/17,1/9/17,Standard Class,DK-12895,37064
CA-2016-158694,10/11/16,13/11/16,Second Class,AI-10855,90036
CA-2014-126333,23/12/14,28/12/14,Standard Class,ME-18010,77642
CA-2017-127474,3/2/17,7/2/17,Second Class,RD-19810,60610
CA-2017-161172,16/3/17,16/3/17,Same Day,SP-20920,43229
CA-2016-134936,19/12/16,25/12/16,Standard Class,ES-14080,85705
CA-2014-124079,13/12/14,17/12/14,Standard Class,RF-19345,85023
CA-2014-160066,16/11/14,22/11/14,Standard Class,AH-10075,92646
CA-2017-131653,29/1/17,5/2/17,Standard Class,RD-19585,10011
CA-2017-167703,3/2/17,8/2/17,Standard Class,MC-17575,45231
CA-2017-107958,2/7/17,5/7/17,First Class,AH-10120,77036
CA-2015-135363,28/3/15,2/4/15,Standard Class,CK-12205,19120
CA-2016-134474,5/1/16,7/1/16,Second Class,AJ-10795,32216
CA-2017-144638,10/3/17,14/3/17,Standard Class,MH-18115,19013
CA-2017-106852,20/6/17,27/6/17,Standard Class,ST-20530,44134
CA-2015-109939,8/5/15,12/5/15,Standard Class,AA-10375,97301
CA-2014-123064,30/6/14,2/7/14,First Class,RA-19915,60653
CA-2017-140298,11/5/17,17/5/17,Standard Class,JK-16120,78745
CA-2017-131632,31/10/17,4/11/17,Standard Class,AH-10120,75217
CA-2014-131947,17/9/14,22/9/14,Standard Class,JA-15970,97477
CA-2015-155334,30/7/15,31/7/15,First Class,HA-14920,94109
CA-2015-111507,6/2/15,13/2/15,Standard Class,VW-21775,98006
CA-2017-155460,13/4/17,15/4/17,First Class,RW-19630,98105
CA-2016-131065,14/11/16,16/11/16,Second Class,AA-10375,30318
CA-2016-128517,9/4/16,14/4/16,Second Class,SW-20350,48227
CA-2016-131205,4/9/16,8/9/16,Standard Class,AA-10645,40324
CA-2016-152331,26/6/16,30/6/16,Standard Class,LD-16855,60653
CA-2014-103086,17/10/14,19/10/14,Second Class,EB-14170,77095
CA-2017-143567,2/11/17,5/11/17,Second Class,TB-21175,42420
US-2017-100930,7/4/17,12/4/17,Standard Class,CS-12400,33614
CA-2016-149370,15/9/16,19/9/16,Standard Class,DB-13210,19140
CA-2017-133648,25/6/17,2/7/17,Standard Class,ML-17755,97477
CA-2017-157112,23/4/17,26/4/17,First Class,GG-14650,43229
US-2015-123918,15/10/15,15/10/15,Same Day,CG-12520,75217
CA-2016-128916,18/8/16,20/8/16,Second Class,MA-17560,77070
CA-2016-113390,11/10/16,15/10/16,Standard Class,EP-13915,60610
CA-2017-156412,4/12/17,8/12/17,Standard Class,CM-12160,19134
CA-2016-116918,1/10/16,6/10/16,Second Class,JK-15205,33012
CA-2016-114307,22/7/16,26/7/16,Standard Class,MF-17665,21044
CA-2017-142776,11/12/17,14/12/17,Second Class,RS-19870,52601
CA-2015-139164,23/6/15,28/6/15,Standard Class,CS-12355,90805
CA-2017-147207,2/1/17,4/1/17,Second Class,TS-21655,79907
US-2016-115819,19/4/16,24/4/16,Second Class,JO-15280,90049
CA-2014-145212,13/9/14,19/9/14,Standard Class,DC-12850,10011
CA-2014-102274,21/11/14,26/11/14,Standard Class,DH-13075,40475
CA-2014-133228,4/4/14,9/4/14,Standard Class,MS-17710,48205
CA-2016-132094,26/8/16,2/9/16,Standard Class,VG-21805,19140
CA-2014-111899,4/5/14,5/5/14,First Class,NC-18340,77036
CA-2014-167199,6/1/14,10/1/14,Standard Class,ME-17320,42420
CA-2014-139633,17/12/14,24/12/14,Standard Class,EC-14050,43229
CA-2016-124352,15/10/16,21/10/16,Standard Class,CD-12790,73120
CA-2014-120544,23/11/14,27/11/14,Standard Class,SS-20140,75150
CA-2017-133102,17/8/17,24/8/17,Standard Class,ED-13885,77095
CA-2016-136049,23/12/16,28/12/16,Standard Class,NM-18520,43402
CA-2017-144904,25/9/17,1/10/17,Standard Class,KW-16435,10009
CA-2017-103380,21/11/17,25/11/17,Standard Class,BF-11005,91104
CA-2017-126067,28/8/17,3/9/17,Standard Class,KN-16705,98105
CA-2015-155306,17/4/15,21/4/15,Standard Class,GA-14515,94122
CA-2015-150749,29/3/15,3/4/15,Second Class,AS-10240,22153
CA-2017-161067,3/9/17,6/9/17,Second Class,KB-16405,10035
CA-2016-152730,30/5/16,4/6/16,Standard Class,EM-14140,54880
CA-2017-169005,2/11/17,6/11/17,Standard Class,BG-11035,22153
CA-2014-113271,9/7/14,14/7/14,Standard Class,DS-13030,94122
CA-2017-141929,4/9/17,8/9/17,Standard Class,RA-19285,90004
CA-2014-107594,2/7/14,6/7/14,Standard Class,EH-13945,7060
US-2017-163790,2/11/17,4/11/17,Second Class,NL-18310,94526
CA-2015-169397,24/12/15,27/12/15,First Class,JB-15925,43017
CA-2016-101791,27/5/16,31/5/16,Standard Class,BS-11665,60623
CA-2017-111220,2/9/17,8/9/17,Standard Class,JS-15595,60653
CA-2017-158379,22/9/17,26/9/17,Second Class,JA-15970,19134
CA-2017-110310,27/10/17,2/11/17,Standard Class,NB-18655,32303
CA-2014-162775,13/1/14,15/1/14,Second Class,CS-12250,71111
CA-2015-120516,13/8/15,17/8/15,Standard Class,CK-12595,30062
CA-2014-152562,1/11/14,8/11/14,Standard Class,JO-15145,40475
CA-2017-119669,24/1/17,30/1/17,Standard Class,TP-21130,30080
CA-2014-159849,19/9/14,19/9/14,Same Day,JK-15640,94110
CA-2017-100013,6/11/17,11/11/17,Standard Class,ZC-21910,90045
CA-2014-162684,1/8/14,6/8/14,Standard Class,AS-10630,19120
CA-2015-156482,6/2/15,13/2/15,Standard Class,IL-15100,19805
US-2017-109484,6/11/17,12/11/17,Standard Class,RB-19705,97206
CA-2014-142769,13/9/14,13/9/14,Same Day,RP-19390,98103
US-2017-154851,30/3/17,3/4/17,Standard Class,BP-11155,17602
CA-2016-129308,7/7/16,13/7/16,Standard Class,CC-12100,19120
CA-2017-109085,17/2/17,20/2/17,First Class,CK-12325,45373
US-2015-163685,1/6/15,5/6/15,Standard Class,KE-16420,78207
US-2016-102239,5/5/16,6/5/16,First Class,LW-16990,89015
CA-2014-111360,24/11/14,30/11/14,Standard Class,AT-10435,44312
CA-2015-139290,26/10/15,30/10/15,Standard Class,MY-17380,91730
CA-2017-169264,14/8/17,16/8/17,Second Class,NP-18700,94109
US-2017-107636,30/4/17,2/5/17,First Class,NM-18520,6040
CA-2016-129126,14/12/16,19/12/16,Standard Class,PK-19075,10011
CA-2015-159590,18/7/15,21/7/15,First Class,KC-16255,10009
US-2017-167920,9/12/17,12/12/17,Second Class,JL-15835,40475
US-2015-130491,8/2/15,11/2/15,First Class,BH-11710,67846
CA-2015-127502,10/12/15,14/12/15,Standard Class,MT-17815,94110
CA-2017-158736,18/12/17,24/12/17,Standard Class,TT-21460,94110
CA-2014-119529,3/11/14,5/11/14,Second Class,DM-13345,7050
CA-2016-140256,22/8/16,29/8/16,Standard Class,PW-19030,90049
CA-2015-114468,23/8/15,23/8/15,Same Day,TD-20995,60440
CA-2017-154816,6/11/17,10/11/17,Standard Class,VB-21745,40475
CA-2017-169285,21/3/17,25/3/17,Standard Class,RW-19690,47905
CA-2017-147942,1/4/17,5/4/17,Standard Class,MS-17365,94110
US-2014-154879,6/5/14,11/5/14,Standard Class,SN-20710,90004
CA-2015-144302,19/6/15,23/6/15,Standard Class,ME-17320,75081
CA-2017-105669,17/9/17,22/9/17,Second Class,SJ-20125,77036
CA-2016-108105,16/2/16,23/2/16,Standard Class,GW-14605,42420
CA-2017-107825,18/11/17,18/11/17,Same Day,NB-18655,53209
US-2016-100720,16/7/16,21/7/16,Standard Class,CK-12205,19120
CA-2015-112452,4/4/15,4/4/15,Same Day,NC-18340,48911
CA-2015-151841,27/4/15,2/5/15,Standard Class,TC-21475,80013
CA-2016-165330,11/12/16,11/12/16,Same Day,WB-21850,92804
CA-2017-163405,21/12/17,25/12/17,Standard Class,BN-11515,90049
CA-2017-166436,24/11/17,28/11/17,Standard Class,TS-21370,10035
CA-2014-107818,8/9/14,14/9/14,Standard Class,MC-17275,99301
CA-2017-112431,12/10/17,14/10/17,Second Class,RW-19690,90049
CA-2014-128062,19/11/14,22/11/14,Second Class,AD-10180,19134
US-2014-158638,17/9/14,21/9/14,Standard Class,AG-10765,19120
CA-2016-117660,30/12/16,4/1/17,Standard Class,BM-11785,43229
CA-2017-152226,12/5/17,16/5/17,Standard Class,JH-15910,45231
CA-2015-112144,28/6/15,2/7/15,Standard Class,CY-12745,85234
CA-2015-111864,19/6/15,19/6/15,Same Day,PP-18955,19134
CA-2014-146990,7/11/14,8/11/14,First Class,BP-11095,10024
US-2017-132206,16/6/17,21/6/17,Standard Class,MK-17905,60653
US-2014-143707,1/3/14,5/3/14,Standard Class,HR-14770,10035
CA-2016-148852,26/5/16,31/5/16,Standard Class,SV-20785,92704
CA-2017-106824,7/7/17,11/7/17,Standard Class,AT-10735,90049
CA-2014-146997,23/1/14,27/1/14,Standard Class,SG-20605,47905
CA-2014-103807,2/12/14,9/12/14,Standard Class,EM-13825,30328
CA-2017-155047,27/8/17,30/8/17,First Class,SE-20110,75220
CA-2014-127691,22/7/14,27/7/14,Standard Class,EM-14065,10024
CA-2017-161823,3/9/17,8/9/17,Standard Class,AG-10300,94122
CA-2014-144974,26/9/14,30/9/14,Standard Class,CM-12715,19140
CA-2016-162733,11/5/16,12/5/16,First Class,TT-21070,90045
CA-2017-118136,16/9/17,17/9/17,First Class,BB-10990,90301
CA-2016-137729,5/5/16,9/5/16,Standard Class,BF-11005,90004
CA-2014-141901,9/8/14,14/8/14,Standard Class,GM-14500,93727
CA-2016-131380,28/3/16,31/3/16,Second Class,CC-12220,90032
CA-2016-111976,8/3/16,12/3/16,Standard Class,BD-11620,19120
CA-2015-145814,19/11/15,24/11/15,Standard Class,KD-16345,10035
CA-2017-137463,16/12/17,20/12/17,Second Class,KM-16225,94086
CA-2017-154718,19/1/17,23/1/17,Second Class,DL-12865,76248
CA-2016-129280,3/5/16,5/5/16,First Class,SM-20905,43055
US-2017-102638,29/12/17,31/12/17,First Class,MC-17845,10035
CA-2014-140004,21/3/14,25/3/14,Standard Class,CB-12025,45011
US-2014-127635,14/9/14,18/9/14,Second Class,SC-20260,78415
CA-2015-141327,30/11/15,3/12/15,First Class,LR-16915,27707
CA-2015-109190,23/10/15,28/10/15,Standard Class,CC-12685,79424
CA-2014-156993,28/6/14,4/7/14,Standard Class,RW-19630,48234
CA-2015-136658,10/9/15,17/9/15,Standard Class,BO-11425,10024
US-2017-120147,30/3/17,30/3/17,Same Day,TB-21400,90036
CA-2016-142958,13/12/16,20/12/16,Standard Class,RW-19630,90503
CA-2015-138002,6/9/15,12/9/15,Standard Class,BT-11305,98103
CA-2015-135020,28/5/15,2/6/15,Standard Class,MS-17770,14609
CA-2014-168158,19/7/14,24/7/14,Standard Class,EM-14140,59405
CA-2015-164084,7/9/15,12/9/15,Standard Class,AG-10525,10011
CA-2017-156622,23/11/17,26/11/17,First Class,JP-15460,75220
CA-2016-152800,13/4/16,15/4/16,First Class,SP-20920,94109
US-2014-137869,28/3/14,2/4/14,Standard Class,CV-12295,50315
CA-2015-156734,18/6/15,20/6/15,First Class,BV-11245,37167
CA-2015-115742,18/4/15,22/4/15,Standard Class,DP-13000,47150
CA-2017-155558,26/10/17,2/11/17,Standard Class,PG-18895,55901
CA-2015-131338,9/8/15,12/8/15,First Class,NP-18325,10024
CA-2015-105158,5/9/15,10/9/15,Standard Class,SP-20860,55901
CA-2015-125066,14/12/15,18/12/15,Standard Class,KD-16495,39212
CA-2014-116673,15/12/14,19/12/14,Second Class,JO-15280,92037
CA-2014-126683,29/9/14,1/10/14,Second Class,PP-18955,98115
CA-2017-122175,12/5/17,14/5/17,Second Class,CA-12775,8360
CA-2016-101672,3/10/16,7/10/16,Standard Class,DB-12910,92630
US-2014-155817,3/10/14,9/10/14,Standard Class,SL-20155,27707
CA-2015-167269,16/6/15,20/6/15,Standard Class,PB-19150,19134
CA-2017-127712,31/8/17,5/9/17,Standard Class,MG-17890,97301
CA-2015-135251,6/8/15,10/8/15,Standard Class,RP-19270,77095
CA-2015-160059,27/11/15,1/12/15,Standard Class,TB-21190,72701
US-2014-157406,25/4/14,29/4/14,Standard Class,DA-13450,77095
US-2016-114888,19/9/16,24/9/16,Second Class,CC-12430,94109
CA-2017-121580,29/5/17,4/6/17,Standard Class,ML-17410,47201
CA-2014-144414,17/6/14,21/6/14,Standard Class,GH-14425,98105
CA-2017-124744,21/6/17,25/6/17,Standard Class,EH-14125,26003
CA-2014-138359,1/4/14,6/4/14,Standard Class,KH-16330,2151
CA-2016-142902,12/9/16,14/9/16,Second Class,BP-11185,80004
CA-2017-134495,1/4/17,4/4/17,Second Class,BF-11020,32216
CA-2016-142895,21/7/16,26/7/16,Standard Class,BP-11290,28027
CA-2015-121132,17/7/15,24/7/15,Standard Class,VB-21745,77041
CA-2014-101931,28/10/14,31/10/14,First Class,TS-21370,90049
CA-2014-104178,25/8/14,29/8/14,Standard Class,JM-15265,90036
CA-2016-154018,13/10/16,19/10/16,Standard Class,HA-14920,78041
CA-2016-143714,23/5/16,27/5/16,Standard Class,CC-12370,19120
US-2016-150861,3/12/16,6/12/16,First Class,EG-13900,11572
CA-2016-144855,22/7/16,24/7/16,Second Class,DL-13495,94110
CA-2017-100223,5/7/17,10/7/17,Standard Class,LS-16945,75220
CA-2017-104927,22/12/17,26/12/17,Standard Class,AG-10330,77095
CA-2015-130855,29/12/15,5/1/16,Standard Class,RF-19840,10035
CA-2016-119963,18/11/16,22/11/16,Standard Class,SN-20710,77506
US-2015-146745,3/9/15,8/9/15,Standard Class,AS-10630,94110
CA-2015-147501,2/8/15,6/8/15,Standard Class,Co-12640,98105
CA-2017-155929,9/9/17,13/9/17,Standard Class,AI-10855,85301
CA-2017-158953,4/6/17,8/6/17,Standard Class,ML-18040,77489
CA-2016-141551,24/9/16,30/9/16,Standard Class,BP-11230,74012
US-2016-111528,30/12/16,30/12/16,Same Day,JP-16135,90032
CA-2017-140242,6/5/17,11/5/17,Standard Class,ML-17755,60623
CA-2015-128083,12/3/15,17/3/15,Standard Class,EB-13750,33317
CA-2015-153535,20/5/15,24/5/15,Standard Class,SG-20470,27893
CA-2014-129364,8/12/14,13/12/14,Standard Class,TB-21250,97301
CA-2016-157161,16/7/16,20/7/16,Second Class,JD-15895,29203
CA-2017-119746,23/11/17,27/11/17,Standard Class,CM-12385,60610
CA-2017-151750,1/1/17,5/1/17,Standard Class,JM-15250,77340
CA-2016-109806,17/9/16,22/9/16,Standard Class,JS-15685,90036
US-2017-127719,21/7/17,25/7/17,Standard Class,TW-21025,7060
CA-2016-167584,12/8/16,12/8/16,Same Day,LC-16870,50315
CA-2014-146969,29/9/14,3/10/14,Standard Class,AP-10915,90045
CA-2016-124485,24/11/16,26/11/16,First Class,NC-18340,10035
CA-2016-148201,26/8/16,29/8/16,Second Class,CC-12145,98103
US-2017-101539,16/3/17,18/3/17,Second Class,VM-21685,98105
CA-2017-105480,20/12/17,26/12/17,Standard Class,DK-13225,14609
US-2015-127040,6/12/15,10/12/15,Standard Class,SG-20605,10009
CA-2014-125514,21/9/14,22/9/14,First Class,BM-11650,68104
CA-2014-146528,25/7/14,27/7/14,Second Class,VF-21715,90045
CA-2015-121965,19/6/15,23/6/15,Standard Class,LH-17155,90032
US-2015-114741,6/12/15,10/12/15,Standard Class,IL-15100,89031
CA-2015-137281,13/6/15,17/6/15,Standard Class,BF-10975,30076
CA-2017-139080,23/1/17,28/1/17,Standard Class,CS-12250,98103
CA-2017-118577,6/10/17,11/10/17,Standard Class,XP-21865,7109
US-2015-115238,30/4/15,4/5/15,Standard Class,JW-15220,1841
CA-2016-100587,10/12/16,14/12/16,Standard Class,SL-20155,10024
CA-2015-141593,14/12/15,16/12/15,Second Class,DB-12970,90045
US-2017-125213,11/12/17,13/12/17,First Class,NB-18655,7501
CA-2017-150525,20/2/17,25/2/17,Standard Class,JP-16135,74403
CA-2014-166457,5/5/14,9/5/14,Second Class,PF-19120,40475
CA-2017-164378,15/7/17,18/7/17,Second Class,MM-18055,10024
CA-2017-137498,9/9/17,14/9/17,Second Class,LC-17050,90004
CA-2014-128237,25/3/14,30/3/14,Standard Class,CA-12265,94110
CA-2017-110380,2/9/17,7/9/17,Standard Class,PF-19225,94122
CA-2014-117478,21/9/14,24/9/14,First Class,LH-16750,19140
CA-2015-111094,9/7/15,13/7/15,Standard Class,CB-12535,2038
CA-2014-154781,21/11/14,26/11/14,Standard Class,SC-20680,94110
CA-2015-143077,17/9/15,21/9/15,Standard Class,SF-20965,77041
CA-2015-121041,3/11/15,10/11/15,Standard Class,CS-12250,76117
CA-2015-168564,8/8/15,8/8/15,Same Day,TT-21220,94109
CA-2015-118948,28/5/15,3/6/15,Standard Class,NK-18490,98105
US-2014-147627,20/1/14,26/1/14,Standard Class,HL-15040,72401
CA-2017-104801,13/2/17,19/2/17,Standard Class,FH-14350,98105
CA-2017-102099,18/12/17,19/12/17,First Class,EP-13915,90008
CA-2017-143035,3/10/17,5/10/17,Second Class,CC-12430,10009
CA-2014-148425,30/11/14,4/12/14,Standard Class,RF-19345,32839
CA-2017-152275,1/10/17,8/10/17,Standard Class,KH-16630,78207
US-2016-132857,11/12/16,17/12/16,Standard Class,CA-12775,37167
CA-2017-107321,31/8/17,4/9/17,Standard Class,AW-10930,94110
CA-2017-158876,19/11/17,21/11/17,Second Class,AB-10150,75007
CA-2017-117646,21/8/17,25/8/17,Standard Class,SC-20845,80027
CA-2015-152681,17/1/15,22/1/15,Standard Class,SC-20260,1841
