City,State,Postal Code,Region,Country,Customer ID
Cincinnati,Ohio,45231,East,United States,BG-11695
Boynton Beach,Florida,33437,South,United States,PG-18820
Seattle,Washington,98105,West,United States,GM-14680
New York City,New York,10024,East,United States,MO-17800
New York City,New York,10009,East,United States,PG-18820
Gulfport,Mississippi,39503,South,United States,EJ-14155
Fresno,California,93727,West,United States,NP-18700
New York City,New York,10009,East,United States,DJ-13630
Milwaukee,Wisconsin,53209,Central,United States,IM-15070
Chester,Pennsylvania,19013,East,United States,MH-18115
Charlotte,North Carolina,28205,South,United States,RB-19795
Jacksonville,Florida,32216,South,United States,JR-15700
Greenville,North Carolina,27834,South,United States,SM-20950
Long Beach,New York,11561,East,United States,CS-12355
La Porte,Indiana,46350,Central,United States,CC-12220
San Francisco,California,94122,West,United States,PF-19225
Los Angeles,California,90045,West,United States,JC-16105
Louisville,Colorado,80027,West,United States,BG-11695
Florence,Alabama,35630,South,United States,DC-12850
Chicago,Illinois,60623,Central,United States,SP-20545
Fort Worth,Texas,76106,Central,United States,MS-17710
Houston,Texas,77070,Central,United States,BD-11770
Macon,Georgia,31204,South,United States,KC-16255
Cedar Rapids,Iowa,52402,Central,United States,TR-21325
Jacksonville,Florida,32216,South,United States,SA-20830
Austin,Texas,78745,Central,United States,KW-16435
Providence,Rhode Island,2908,East,United States,GM-14500
New York City,New York,10035,East,United States,AD-10180
New York City,New York,10009,East,United States,TB-21355
San Francisco,California,94122,West,United States,CC-12430
San Diego,California,92105,West,United States,PF-19165
Pueblo,Colorado,81001,West,United States,JH-16180
Fairfield,California,94533,West,United States,EB-13975
Saint Paul,Minnesota,55106,Central,United States,QJ-19255
San Francisco,California,94109,West,United States,AA-10315
Springfield,Virginia,22153,South,United States,LC-17140
Arlington,Virginia,22204,South,United States,TC-21535
Columbus,Georgia,31907,South,United States,CS-12460
Houston,Texas,77036,Central,United States,BM-11785
Pasadena,California,91104,West,United States,RC-19825
Lawrence,Massachusetts,1841,East,United States,FM-14380
Columbus,Ohio,43229,East,United States,PK-19075
Los Angeles,California,90032,West,United States,HG-14965
Philadelphia,Pennsylvania,19120,East,United States,HA-14920
Deltona,Florida,32725,South,United States,LW-16825
Cincinnati,Ohio,45231,East,United States,MC-17575
Murray,Kentucky,42071,South,United States,LP-17095
Wilmington,North Carolina,28403,South,United States,EB-14170
Lawrence,Massachusetts,1841,East,United States,GZ-14545
Chicago,Illinois,60653,Central,United States,LE-16810
Philadelphia,Pennsylvania,19120,East,United States,AD-10180
Norwich,Connecticut,6360,East,United States,CP-12085
San Francisco,California,94110,West,United States,FG-14260
San Francisco,California,94109,West,United States,LD-17005
Lorain,Ohio,44052,East,United States,AB-10255
Dallas,Texas,75220,Central,United States,MN-17935
Los Angeles,California,90049,West,United States,HP-14815
Middletown,Connecticut,6457,East,United States,JR-15670
Los Angeles,California,90008,West,United States,JF-15190
New York City,New York,10011,East,United States,CM-12115
Jacksonville,North Carolina,28540,South,United States,AS-10045
Freeport,New York,11520,East,United States,KB-16315
Lakeville,Minnesota,55044,Central,United States,BN-11515
Evanston,Illinois,60201,Central,United States,BP-11290
Arlington,Virginia,22204,South,United States,AS-10045
San Francisco,California,94109,West,United States,LW-16990
Houston,Texas,77036,Central,United States,DC-12850
Louisville,Kentucky,40214,South,United States,ND-18370
Fort Worth,Texas,76106,Central,United States,LB-16735
Los Angeles,California,90049,West,United States,KT-16465
Philadelphia,Pennsylvania,19120,East,United States,HM-14860
Tucson,Arizona,85705,West,United States,AB-10600
Pico Rivera,California,90660,West,United States,SZ-20035
Colorado Springs,Colorado,80906,West,United States,JR-15670
Clinton,Maryland,20735,East,United States,MG-17890
Vallejo,California,94591,West,United States,KM-16720
Provo,Utah,84604,West,United States,CA-12265
Pleasant Grove,Utah,84062,West,United States,VD-21670
Aurora,Illinois,60505,Central,United States,JK-16120
Smyrna,Georgia,30080,South,United States,PP-18955
Burlington,North Carolina,27217,South,United States,YS-21880
Aurora,Illinois,60505,Central,United States,CK-12760
New York City,New York,10035,East,United States,NC-18340
Salem,Virginia,24153,South,United States,KM-16375
Columbus,Ohio,43229,East,United States,GM-14455
Philadelphia,Pennsylvania,19143,East,United States,SD-20485
New York City,New York,10024,East,United States,KD-16270
Phoenix,Arizona,85023,West,United States,AB-10105
Grand Prairie,Texas,75051,Central,United States,SZ-20035
New York City,New York,10035,East,United States,JD-15895
New York City,New York,10024,East,United States,HA-14905
Costa Mesa,California,92627,West,United States,BT-11305
Houston,Texas,77041,Central,United States,SV-20815
Mesa,Arizona,85204,West,United States,RW-19540
Salinas,California,93905,West,United States,DK-12835
Columbus,Ohio,43229,East,United States,LT-17110
Florence,Alabama,35630,South,United States,IM-15070
Seattle,Washington,98105,West,United States,FP-14320
Parma,Ohio,44134,East,United States,ST-20530
Amarillo,Texas,79109,Central,United States,JE-15745
Providence,Rhode Island,2908,East,United States,BD-11320
San Francisco,California,94110,West,United States,MM-17920
Richmond,Kentucky,40475,South,United States,PW-19030
Aurora,Colorado,80013,West,United States,SC-20440
Chicago,Illinois,60623,Central,United States,KL-16645
Chicago,Illinois,60653,Central,United States,SD-20485
Philadelphia,Pennsylvania,19134,East,United States,TS-21160
Los Angeles,California,90008,West,United States,JB-15400
Phoenix,Arizona,85023,West,United States,TS-21085
Mobile,Alabama,36608,South,United States,MC-17425
Columbus,Georgia,31907,South,United States,ME-17320
New Bedford,Massachusetts,2740,East,United States,SC-20440
Irving,Texas,75061,Central,United States,NH-18610
Middletown,Connecticut,6457,East,United States,AA-10480
Seattle,Washington,98103,West,United States,LC-17140
Vineland,New Jersey,8360,East,United States,MB-18085
Pasadena,Texas,77506,Central,United States,LC-16930
New York City,New York,10009,East,United States,KD-16495
Glendale,Arizona,85301,West,United States,MB-17305
Jacksonville,Florida,32216,South,United States,TH-21550
Detroit,Michigan,48234,Central,United States,DK-12835
Philadelphia,Pennsylvania,19120,East,United States,ON-18715
Los Angeles,California,90004,West,United States,KN-16390
Houston,Texas,77036,Central,United States,NM-18520
Niagara Falls,New York,14304,East,United States,NP-18685
New York City,New York,10024,East,United States,CG-12040
Thomasville,North Carolina,27360,South,United States,CS-12505
Westminster,California,92683,West,United States,KD-16345
San Francisco,California,94122,West,United States,MK-18160
Jackson,Tennessee,38301,South,United States,DW-13540
Seattle,Washington,98115,West,United States,CP-12340
New York City,New York,10035,East,United States,MS-17770
Los Angeles,California,90008,West,United States,CM-12655
Philadelphia,Pennsylvania,19143,East,United States,Co-12640
New York City,New York,10024,East,United States,DL-13495
New York City,New York,10035,East,United States,TS-21370
Vancouver,Washington,98661,West,United States,JW-15220
Columbus,Georgia,31907,South,United States,RF-19840
Coppell,Texas,75019,Central,United States,JD-15790
San Francisco,California,94122,West,United States,NK-18490
Austin,Texas,78745,Central,United States,NG-18430
Los Angeles,California,90045,West,United States,AT-10435
Los Angeles,California,90004,West,United States,PC-19000
New York City,New York,10024,East,United States,AR-10540
Columbus,Georgia,31907,South,United States,CS-12505
Omaha,Nebraska,68104,Central,United States,LS-16975
Los Angeles,California,90036,West,United States,JM-15535
Pomona,California,91767,West,United States,NH-18610
Dallas,Texas,75220,Central,United States,RA-19915
Philadelphia,Pennsylvania,19120,East,United States,AI-10855
North Las Vegas,Nevada,89031,West,United States,MC-17845
Seattle,Washington,98105,West,United States,TB-21400
San Francisco,California,94110,West,United States,VW-21775
Chicago,Illinois,60610,Central,United States,PL-18925
Tucson,Arizona,85705,West,United States,GH-14425
Allentown,Pennsylvania,18103,East,United States,CJ-12010
Newark,Delaware,19711,East,United States,MC-18130
Miami,Florida,33142,South,United States,BV-11245
Tempe,Arizona,85281,West,United States,JF-15490
New York City,New York,10035,East,United States,EB-13840
Laguna Niguel,California,92677,West,United States,MP-18175
Bridgeton,New Jersey,8302,East,United States,JM-15655
Everett,Massachusetts,2149,East,United States,CL-11890
Columbus,Ohio,43229,East,United States,CK-12205
San Diego,California,92024,West,United States,DB-13270
Watertown,New York,13601,East,United States,PC-18745
San Antonio,Texas,78207,Central,United States,VB-21745
New York City,New York,10011,East,United States,EP-13915
Houston,Texas,77095,Central,United States,ME-17320
San Diego,California,92024,West,United States,IG-15085
Appleton,Wisconsin,54915,Central,United States,JS-15940
Richmond,Kentucky,40475,South,United States,BO-11425
Bellevue,Washington,98006,West,United States,VW-21775
Long Beach,New York,11561,East,United States,AB-10150
Philadelphia,Pennsylvania,19140,East,United States,JW-16075
Seattle,Washington,98103,West,United States,JE-15475
Seattle,Washington,98103,West,United States,EB-13750
San Francisco,California,94109,West,United States,PK-18910
Seattle,Washington,98115,West,United States,CS-12400
New York City,New York,10011,East,United States,SG-20470
Philadelphia,Pennsylvania,19134,East,United States,CM-12190
Columbia,South Carolina,29203,South,United States,CL-12565
Seattle,Washington,98105,West,United States,JO-15550
Allen,Texas,75002,Central,United States,AW-10840
Los Angeles,California,90004,West,United States,DV-13465
Atlanta,Georgia,30318,South,United States,AH-10075
Los Angeles,California,90004,West,United States,SC-20095
El Paso,Texas,79907,Central,United States,MC-18100
Aurora,Illinois,60505,Central,United States,TT-21460
Florence,Alabama,35630,South,United States,AP-10720
New York City,New York,10011,East,United States,DL-12865
New York City,New York,10024,East,United States,NP-18325
Virginia Beach,Virginia,23464,South,United States,VG-21805
Grapevine,Texas,76051,Central,United States,MY-18295
Olympia,Washington,98502,West,United States,RD-19480
Los Angeles,California,90032,West,United States,JF-15490
Peoria,Illinois,61604,Central,United States,DP-13390
Columbus,Ohio,43229,East,United States,MD-17350
New York City,New York,10011,East,United States,MY-17380
Carrollton,Texas,75007,Central,United States,AB-10150
Dover,Delaware,19901,East,United States,GB-14530
Smyrna,Tennessee,37167,South,United States,CA-12775
Newark,Delaware,19711,East,United States,ME-17725
Los Angeles,California,90049,West,United States,JO-15280
Los Angeles,California,90008,West,United States,ML-17395
Oakland,California,94601,West,United States,YS-21880
Philadelphia,Pennsylvania,19143,East,United States,PL-18925
Eagan,Minnesota,55122,Central,United States,JK-16120
New York City,New York,10011,East,United States,PN-18775
Kent,Washington,98031,West,United States,JC-15385
Los Angeles,California,90049,West,United States,JG-15160
New York City,New York,10011,East,United States,PO-19180
Lafayette,Louisiana,70506,South,United States,MC-17275
Cleveland,Ohio,44105,East,United States,AS-10240
Cleveland,Ohio,44105,East,United States,CL-12565
Tigard,Oregon,97224,West,United States,NW-18400
Washington,District of Columbia,20016,East,United States,TB-21280
Skokie,Illinois,60076,Central,United States,BS-11380
Seattle,Washington,98115,West,United States,FH-14365
Philadelphia,Pennsylvania,19140,East,United States,VM-21685
Philadelphia,Pennsylvania,19143,East,United States,SF-20200
San Francisco,California,94110,West,United States,HH-15010
Seattle,Washington,98105,West,United States,CD-12280
Milwaukee,Wisconsin,53209,Central,United States,HL-15040
Los Angeles,California,90045,West,United States,TH-21100
Seattle,Washington,98115,West,United States,MM-18055
Philadelphia,Pennsylvania,19143,East,United States,QJ-19255
Dallas,Texas,75217,Central,United States,NS-18505
New York City,New York,10011,East,United States,MM-17920
